Time(dd/mm/yyyy),Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
24/07/2022 2:09:58 AM,"524","17.4","74","993"
24/07/2022 2:14:58 AM,"563","20.8","69","992"
24/07/2022 2:19:58 AM,"585","21.7","65","993"
24/07/2022 2:24:58 AM,"569","21.4","63","992"
24/07/2022 2:29:58 AM,"566","20.9","64","992"
24/07/2022 2:34:58 AM,"607","20.4","66","993"
24/07/2022 2:39:58 AM,"593","20.1","66","993"
24/07/2022 2:44:58 AM,"614","19.9","67","992"
24/07/2022 2:49:58 AM,"615","19.7","67","993"
24/07/2022 2:54:58 AM,"618","19.6","67","992"
24/07/2022 2:59:58 AM,"635","19.6","67","992"
24/07/2022 3:04:58 AM,"608","19.5","68","992"
24/07/2022 3:09:58 AM,"623","19.5","68","992"
24/07/2022 3:14:58 AM,"638","19.4","68","992"
24/07/2022 3:19:58 AM,"630","19.4","68","992"
24/07/2022 3:24:58 AM,"645","19.4","68","992"
24/07/2022 3:29:58 AM,"655","19.3","68","993"
24/07/2022 3:34:58 AM,"640","19.3","68","992"
24/07/2022 3:39:58 AM,"669","19.3","68","992"
24/07/2022 3:44:58 AM,"656","19.3","68","992"
24/07/2022 3:49:58 AM,"654","19.3","68","992"
24/07/2022 3:54:58 AM,"667","19.3","68","992"
24/07/2022 3:59:58 AM,"643","19.3","68","992"
24/07/2022 4:04:58 AM,"656","19.3","68","992"
24/07/2022 4:09:58 AM,"669","19.3","68","992"
24/07/2022 4:14:58 AM,"652","19.3","69","992"
24/07/2022 4:19:58 AM,"650","19.2","69","992"
24/07/2022 4:24:58 AM,"679","19.3","69","992"
24/07/2022 4:29:58 AM,"671","19.2","69","992"
24/07/2022 4:34:58 AM,"668","19.2","69","992"
24/07/2022 4:39:58 AM,"657","19.3","69","992"
24/07/2022 4:44:58 AM,"675","19.2","69","992"
24/07/2022 4:49:58 AM,"664","19.2","69","992"
24/07/2022 4:54:58 AM,"667","19.2","69","992"
24/07/2022 4:59:58 AM,"647","19.2","69","992"
24/07/2022 5:04:58 AM,"679","19.2","69","992"
24/07/2022 5:09:58 AM,"674","19.2","69","992"
24/07/2022 5:14:58 AM,"682","19.2","69","992"
24/07/2022 5:19:58 AM,"690","19.2","69","992"
24/07/2022 5:24:58 AM,"668","19.2","69","992"
24/07/2022 5:29:58 AM,"661","19.2","69","992"
24/07/2022 5:34:58 AM,"677","19.2","69","992"
24/07/2022 5:39:58 AM,"682","19.2","69","992"
24/07/2022 5:44:58 AM,"663","19.2","69","992"
24/07/2022 5:49:58 AM,"679","19.2","69","992"
24/07/2022 5:54:58 AM,"682","19.2","69","992"
24/07/2022 5:59:58 AM,"664","19.2","69","992"
24/07/2022 6:04:58 AM,"674","19.2","69","992"
24/07/2022 6:09:58 AM,"674","19.2","69","992"
24/07/2022 6:14:58 AM,"654","19.2","69","992"
24/07/2022 6:19:58 AM,"676","19.2","69","992"
24/07/2022 6:24:58 AM,"685","19.2","69","992"
24/07/2022 6:29:58 AM,"664","19.2","69","992"
24/07/2022 6:34:58 AM,"660","19.2","69","992"
24/07/2022 6:39:58 AM,"690","19.2","69","992"
24/07/2022 6:44:58 AM,"671","19.2","69","992"
24/07/2022 6:49:58 AM,"686","19.2","69","992"
24/07/2022 6:54:58 AM,"663","19.3","69","992"
24/07/2022 6:59:58 AM,"721","19.5","69","992"
24/07/2022 7:04:58 AM,"689","19.5","69","992"
24/07/2022 7:09:58 AM,"676","19.5","69","992"
24/07/2022 7:14:58 AM,"684","19.5","69","992"
24/07/2022 7:19:58 AM,"690","19.4","69","992"
24/07/2022 7:24:58 AM,"657","19.4","68","991"
24/07/2022 7:29:58 AM,"658","19.4","68","992"
24/07/2022 7:34:58 AM,"634","19.4","68","992"
24/07/2022 7:39:58 AM,"662","19.4","68","992"
24/07/2022 7:44:58 AM,"648","19.5","68","992"
24/07/2022 7:49:58 AM,"647","19.5","69","992"
24/07/2022 7:54:58 AM,"662","19.5","68","992"
24/07/2022 7:59:58 AM,"638","19.5","69","992"
24/07/2022 8:04:58 AM,"657","19.5","69","992"
24/07/2022 8:09:58 AM,"655","19.5","69","991"
24/07/2022 8:14:58 AM,"653","19.6","69","992"
24/07/2022 8:19:58 AM,"642","19.5","69","991"
24/07/2022 8:24:58 AM,"646","19.6","69","992"
24/07/2022 8:29:58 AM,"635","19.5","69","992"
24/07/2022 8:34:58 AM,"650","19.5","69","992"
24/07/2022 8:39:58 AM,"651","19.5","69","992"
24/07/2022 8:44:58 AM,"644","19.5","69","992"
24/07/2022 8:49:58 AM,"636","19.5","69","992"
24/07/2022 8:54:58 AM,"638","19.5","69","992"
24/07/2022 8:59:58 AM,"656","19.5","69","992"
24/07/2022 9:04:58 AM,"670","19.5","69","992"
24/07/2022 9:09:58 AM,"667","19.5","69","992"
24/07/2022 9:14:58 AM,"651","19.5","69","992"
24/07/2022 9:19:58 AM,"660","19.5","69","992"
24/07/2022 9:24:58 AM,"647","19.5","69","992"
24/07/2022 9:29:58 AM,"662","19.5","69","991"
24/07/2022 9:34:58 AM,"634","19.5","69","991"
24/07/2022 9:39:58 AM,"653","19.6","69","992"
24/07/2022 9:44:58 AM,"632","19.6","69","992"
24/07/2022 9:49:58 AM,"661","19.6","69","991"
24/07/2022 9:54:58 AM,"650","19.6","69","991"
24/07/2022 9:59:58 AM,"1238","22.9","69","991"
24/07/2022 10:04:58 AM,"466","20.9","65","991"
24/07/2022 10:09:58 AM,"530","20.9","65","991"
24/07/2022 10:14:58 AM,"473","19.3","68","991"
24/07/2022 10:19:58 AM,"499","18.6","70","991"
24/07/2022 10:24:58 AM,"860","18.1","73","991"
24/07/2022 10:29:58 AM,"455","17.8","74","991"
24/07/2022 10:34:58 AM,"756","17.6","77","991"
24/07/2022 10:39:58 AM,"486","17.6","77","991"
24/07/2022 10:44:58 AM,"508","17.4","77","991"
24/07/2022 10:49:58 AM,"502","17.4","78","991"
24/07/2022 10:54:58 AM,"499","17.4","78","991"
24/07/2022 10:59:58 AM,"465","17.4","77","991"
24/07/2022 11:04:58 AM,"490","17.4","77","991"
24/07/2022 11:09:58 AM,"473","17.7","76","991"
24/07/2022 11:14:58 AM,"469","17.9","77","991"
24/07/2022 11:19:58 AM,"489","18.0","76","991"
24/07/2022 11:24:58 AM,"471","18.4","76","991"
24/07/2022 11:29:58 AM,"530","19.2","75","991"
24/07/2022 11:34:58 AM,"452","18.7","73","991"
24/07/2022 11:39:58 AM,"460","18.2","74","991"
24/07/2022 11:44:58 AM,"448","18.4","74","991"
24/07/2022 11:49:58 AM,"464","18.3","72","991"
24/07/2022 11:54:58 AM,"467","18.4","75","991"
24/07/2022 11:59:58 AM,"459","18.7","75","991"
24/07/2022 12:04:58 PM,"444","18.9","73","991"
24/07/2022 12:09:58 PM,"447","18.9","71","991"
24/07/2022 12:14:58 PM,"462","19.2","70","991"
24/07/2022 12:19:57 PM,"442","19.1","67","991"
24/07/2022 12:24:57 PM,"451","19.1","71","991"
24/07/2022 12:29:57 PM,"449","18.9","70","991"
24/07/2022 12:34:57 PM,"468","18.9","70","991"
24/07/2022 12:39:57 PM,"453","18.9","71","991"
24/07/2022 12:44:57 PM,"467","19.3","70","991"
24/07/2022 12:49:57 PM,"446","21.2","64","991"
24/07/2022 12:54:57 PM,"565","21.7","66","991"
24/07/2022 12:59:57 PM,"497","21.8","67","991"
24/07/2022 1:04:57 PM,"453","21.9","66","991"
24/07/2022 1:09:57 PM,"468","22.0","66","991"
24/07/2022 1:14:57 PM,"444","22.1","66","991"
24/07/2022 1:19:57 PM,"487","22.1","65","991"
24/07/2022 1:24:57 PM,"481","22.3","65","991"
24/07/2022 1:29:57 PM,"484","22.4","65","991"
24/07/2022 1:34:57 PM,"499","22.5","64","991"
24/07/2022 1:39:57 PM,"468","22.6","64","991"
24/07/2022 1:44:57 PM,"466","22.7","63","991"
24/07/2022 1:49:57 PM,"448","22.9","63","991"
24/07/2022 1:54:57 PM,"466","23.1","63","991"
24/07/2022 1:59:57 PM,"466","23.2","63","991"
24/07/2022 2:04:57 PM,"459","23.3","63","991"
24/07/2022 2:09:57 PM,"460","23.4","63","991"
24/07/2022 2:14:57 PM,"466","23.4","62","991"
24/07/2022 2:19:57 PM,"452","23.4","62","991"
24/07/2022 2:24:57 PM,"472","23.5","62","991"
24/07/2022 2:29:57 PM,"443","23.5","62","991"
24/07/2022 2:34:57 PM,"471","23.5","62","991"
24/07/2022 2:39:57 PM,"468","23.5","62","991"
24/07/2022 2:44:57 PM,"452","23.5","61","991"
24/07/2022 2:49:57 PM,"457","23.5","61","991"
24/07/2022 2:54:57 PM,"462","23.4","61","991"
24/07/2022 2:59:57 PM,"475","23.2","60","991"
24/07/2022 3:04:57 PM,"444","23.2","60","991"
24/07/2022 3:09:57 PM,"454","23.2","60","991"
24/07/2022 3:14:57 PM,"608","23.7","60","990"
24/07/2022 3:19:57 PM,"500","24.2","57","996"
24/07/2022 3:24:57 PM,"473","24.6","56","997"
24/07/2022 3:29:57 PM,"470","24.9","54","993"
24/07/2022 3:34:57 PM,"441","25.2","54","992"
24/07/2022 3:39:57 PM,"464","25.6","52","991"
24/07/2022 3:44:57 PM,"511","25.7","55","994"
24/07/2022 3:49:57 PM,"478","25.7","56","990"
24/07/2022 3:54:57 PM,"453","26.0","55","986"
24/07/2022 3:59:57 PM,"619","26.0","57","987"
24/07/2022 4:04:57 PM,"441","26.0","57","992"
24/07/2022 4:09:57 PM,"457","25.9","56","991"
24/07/2022 4:14:57 PM,"514","25.8","57","996"
24/07/2022 4:19:57 PM,"455","25.8","57","996"
24/07/2022 4:24:57 PM,"492","25.8","57","995"
24/07/2022 4:29:57 PM,"488","25.7","56","997"
24/07/2022 4:34:57 PM,"469","25.6","56","998"
24/07/2022 4:39:57 PM,"458","25.6","57","999"
24/07/2022 4:44:57 PM,"519","25.7","56","1001"
24/07/2022 4:49:57 PM,"435","25.1","57","1001"
24/07/2022 4:54:57 PM,"439","24.8","58","1001"
24/07/2022 4:59:57 PM,"426","24.4","58","1001"
24/07/2022 5:04:57 PM,"428","24.0","58","1001"
24/07/2022 5:09:57 PM,"427","23.8","59","1001"
24/07/2022 5:14:57 PM,"415","23.7","60","1001"
24/07/2022 5:19:57 PM,"422","23.4","60","1001"
24/07/2022 5:24:57 PM,"435","23.2","60","1001"
24/07/2022 5:29:57 PM,"452","23.0","60","1001"
24/07/2022 5:34:57 PM,"433","22.7","61","1001"
24/07/2022 5:39:57 PM,"425","22.6","62","1001"
24/07/2022 5:44:57 PM,"430","22.5","62","1001"
24/07/2022 5:49:57 PM,"417","22.3","62","1002"
24/07/2022 5:54:57 PM,"430","22.2","62","1001"
24/07/2022 5:59:57 PM,"425","22.0","63","1002"
24/07/2022 6:04:57 PM,"448","21.9","63","1002"
24/07/2022 6:09:57 PM,"425","21.6","64","1002"
24/07/2022 6:14:57 PM,"435","21.5","64","1002"
24/07/2022 6:19:57 PM,"420","21.3","65","1002"
24/07/2022 6:24:57 PM,"435","21.2","65","1002"
24/07/2022 6:29:57 PM,"434","21.0","65","1002"
24/07/2022 6:34:57 PM,"443","20.9","66","1002"
24/07/2022 6:39:57 PM,"443","20.7","66","1002"
24/07/2022 6:44:57 PM,"450","20.6","66","1002"
24/07/2022 6:49:57 PM,"445","20.5","67","1002"
24/07/2022 6:54:57 PM,"452","20.4","67","1002"
24/07/2022 6:59:57 PM,"424","20.3","67","1002"
24/07/2022 7:04:57 PM,"454","20.2","68","1002"
24/07/2022 7:09:57 PM,"438","20.1","68","1002"
24/07/2022 7:14:57 PM,"429","20.2","67","1002"
24/07/2022 7:19:57 PM,"457","20.2","68","1002"
24/07/2022 7:24:57 PM,"423","20.1","67","1002"
24/07/2022 7:29:57 PM,"430","20.1","68","1002"
24/07/2022 7:34:57 PM,"443","20.0","69","1002"
24/07/2022 7:39:57 PM,"741","20.6","69","1002"
24/07/2022 7:44:57 PM,"725","21.2","68","1005"
24/07/2022 7:49:57 PM,"609","21.5","67","1008"
24/07/2022 7:54:57 PM,"610","21.9","66","1010"
24/07/2022 7:59:57 PM,"475","22.1","65","1012"
24/07/2022 8:04:57 PM,"465","22.3","64","1012"
24/07/2022 8:09:57 PM,"511","22.6","63","1013"
24/07/2022 8:14:57 PM,"701","22.9","62","1013"
24/07/2022 8:19:57 PM,"610","23.2","61","1013"
24/07/2022 8:24:57 PM,"722","23.6","60","1013"
24/07/2022 8:29:57 PM,"486","23.6","56","1014"
24/07/2022 8:34:57 PM,"444","23.2","54","1014"
24/07/2022 8:39:57 PM,"589","23.8","58","1013"
24/07/2022 8:44:57 PM,"515","25.3","55","1013"
24/07/2022 8:49:57 PM,"497","25.4","53","1013"
24/07/2022 8:54:57 PM,"494","25.3","53","1013"
24/07/2022 8:59:57 PM,"472","25.2","53","1013"
24/07/2022 9:04:57 PM,"479","25.2","53","1013"
24/07/2022 9:09:57 PM,"488","25.2","53","1013"
24/07/2022 9:14:57 PM,"476","25.3","53","1013"
24/07/2022 9:19:57 PM,"468","25.5","53","1013"
24/07/2022 9:24:57 PM,"480","25.5","52","1014"
24/07/2022 9:29:57 PM,"457","25.6","52","1013"
24/07/2022 9:34:57 PM,"454","25.6","52","1014"
24/07/2022 9:39:57 PM,"459","25.7","52","1014"
24/07/2022 9:44:57 PM,"443","25.8","52","1014"
24/07/2022 9:49:57 PM,"449","25.8","52","1014"
24/07/2022 9:54:57 PM,"460","25.8","52","1014"
24/07/2022 9:59:57 PM,"461","25.8","51","1014"
24/07/2022 10:04:57 PM,"462","25.8","51","1014"
24/07/2022 10:09:57 PM,"465","25.9","51","1014"
24/07/2022 10:14:57 PM,"445","25.9","51","1014"
24/07/2022 10:19:57 PM,"450","25.9","51","1014"
24/07/2022 10:24:57 PM,"449","25.9","51","1014"
24/07/2022 10:29:57 PM,"454","25.9","51","1014"
24/07/2022 10:34:57 PM,"440","25.9","51","1014"
24/07/2022 10:39:57 PM,"430","25.9","51","1014"
24/07/2022 10:44:57 PM,"445","25.9","50","1014"
24/07/2022 10:49:57 PM,"426","25.9","50","1014"
24/07/2022 10:54:57 PM,"455","25.9","50","1014"
24/07/2022 10:59:57 PM,"435","25.9","50","1014"
24/07/2022 11:04:57 PM,"434","25.9","50","1014"
24/07/2022 11:09:57 PM,"437","25.9","50","1014"
24/07/2022 11:14:57 PM,"438","25.9","50","1014"
24/07/2022 11:19:57 PM,"437","25.9","50","1014"
24/07/2022 11:24:57 PM,"441","25.9","50","1014"
24/07/2022 11:29:57 PM,"439","25.9","50","1014"
24/07/2022 11:34:57 PM,"448","25.9","50","1014"
24/07/2022 11:39:57 PM,"430","25.9","50","1014"
24/07/2022 11:44:57 PM,"438","25.9","49","1014"
24/07/2022 11:49:57 PM,"451","25.9","50","1014"
24/07/2022 11:54:57 PM,"441","25.9","49","1014"
24/07/2022 11:59:57 PM,"435","25.9","49","1014"
25/07/2022 12:04:57 AM,"440","25.9","49","1014"
25/07/2022 12:09:57 AM,"432","25.9","49","1014"
25/07/2022 12:14:57 AM,"448","25.9","49","1015"
25/07/2022 12:19:57 AM,"455","25.9","49","1015"
25/07/2022 12:24:57 AM,"446","25.9","49","1015"
25/07/2022 12:29:57 AM,"440","25.9","49","1015"
25/07/2022 12:34:57 AM,"430","25.9","49","1015"
25/07/2022 12:39:57 AM,"433","25.9","49","1015"
25/07/2022 12:44:57 AM,"444","25.9","49","1015"
25/07/2022 12:49:57 AM,"437","25.9","49","1015"
25/07/2022 12:54:57 AM,"444","26.0","49","1015"
25/07/2022 12:59:57 AM,"440","25.9","49","1015"
25/07/2022 1:04:57 AM,"434","25.9","49","1015"
25/07/2022 1:09:57 AM,"436","25.9","49","1015"
25/07/2022 1:14:57 AM,"430","25.9","49","1015"
25/07/2022 1:19:57 AM,"442","25.9","49","1015"
25/07/2022 1:24:57 AM,"456","25.9","49","1015"
25/07/2022 1:29:57 AM,"426","25.9","49","1015"
25/07/2022 1:34:57 AM,"438","25.9","49","1015"
25/07/2022 1:39:57 AM,"439","25.9","49","1015"
25/07/2022 1:44:57 AM,"435","25.9","49","1015"
25/07/2022 1:49:57 AM,"434","25.9","49","1015"
25/07/2022 1:54:57 AM,"442","25.9","49","1015"
25/07/2022 1:59:57 AM,"449","25.9","49","1015"
25/07/2022 2:04:57 AM,"438","25.9","49","1015"
25/07/2022 2:09:57 AM,"437","25.9","49","1015"
25/07/2022 2:14:57 AM,"431","25.9","49","1015"
25/07/2022 2:19:57 AM,"436","25.9","49","1015"
25/07/2022 2:24:57 AM,"432","25.9","49","1015"
25/07/2022 2:29:57 AM,"442","25.9","49","1015"
25/07/2022 2:34:57 AM,"440","25.9","49","1015"
25/07/2022 2:39:57 AM,"450","25.9","49","1015"
25/07/2022 2:44:57 AM,"432","25.9","49","1015"
25/07/2022 2:49:57 AM,"447","25.9","49","1015"
25/07/2022 2:54:57 AM,"443","25.9","49","1015"
25/07/2022 2:59:57 AM,"440","25.9","49","1015"
25/07/2022 3:04:57 AM,"454","25.9","49","1015"
25/07/2022 3:09:57 AM,"416","25.9","49","1015"
25/07/2022 3:14:57 AM,"450","25.9","49","1015"
25/07/2022 3:19:57 AM,"441","25.9","49","1015"
25/07/2022 3:24:57 AM,"451","25.9","49","1015"
25/07/2022 3:29:57 AM,"444","25.9","49","1015"
25/07/2022 3:34:57 AM,"444","25.9","49","1015"
25/07/2022 3:39:57 AM,"439","25.9","49","1015"
25/07/2022 3:44:57 AM,"448","25.9","49","1015"
25/07/2022 3:49:57 AM,"454","25.9","49","1015"
25/07/2022 3:54:57 AM,"459","25.9","49","1015"
25/07/2022 3:59:57 AM,"438","25.9","49","1015"
25/07/2022 4:04:57 AM,"436","25.9","49","1015"
25/07/2022 4:09:57 AM,"433","25.9","49","1015"
25/07/2022 4:14:57 AM,"449","25.9","49","1015"
25/07/2022 4:19:57 AM,"446","25.9","49","1015"
25/07/2022 4:24:57 AM,"438","25.9","49","1015"
25/07/2022 4:29:57 AM,"450","25.9","49","1015"
25/07/2022 4:34:57 AM,"454","25.9","49","1015"
25/07/2022 4:39:57 AM,"440","25.9","49","1015"
25/07/2022 4:44:57 AM,"442","25.9","49","1015"
25/07/2022 4:49:57 AM,"449","25.9","49","1015"
25/07/2022 4:54:57 AM,"442","25.9","49","1015"
25/07/2022 4:59:57 AM,"433","25.9","49","1015"
25/07/2022 5:04:57 AM,"441","25.9","49","1015"
25/07/2022 5:09:57 AM,"469","25.9","49","1015"
25/07/2022 5:14:57 AM,"439","25.9","49","1015"
25/07/2022 5:19:57 AM,"442","25.9","49","1015"
25/07/2022 5:24:57 AM,"458","25.9","49","1015"
25/07/2022 5:29:57 AM,"449","25.9","49","1015"
25/07/2022 5:34:57 AM,"458","25.9","49","1015"
25/07/2022 5:39:57 AM,"443","25.9","49","1015"
25/07/2022 5:44:57 AM,"430","25.9","49","1015"
25/07/2022 5:49:57 AM,"448","25.9","49","1015"
25/07/2022 5:54:57 AM,"440","25.9","49","1015"
25/07/2022 5:59:57 AM,"450","25.9","49","1015"
25/07/2022 6:04:57 AM,"452","25.9","49","1015"
25/07/2022 6:09:57 AM,"446","25.9","49","1015"
25/07/2022 6:14:57 AM,"458","25.9","49","1015"
25/07/2022 6:19:57 AM,"465","25.9","49","1015"
25/07/2022 6:24:57 AM,"457","25.9","49","1015"
25/07/2022 6:29:57 AM,"449","25.9","49","1015"
25/07/2022 6:34:57 AM,"447","25.9","49","1015"
25/07/2022 6:39:57 AM,"453","25.9","49","1015"
25/07/2022 6:44:57 AM,"445","25.9","49","1015"
25/07/2022 6:49:57 AM,"466","25.9","49","1015"
25/07/2022 6:54:57 AM,"459","25.9","49","1015"
25/07/2022 6:59:57 AM,"452","25.9","49","1015"
25/07/2022 7:04:57 AM,"467","25.9","49","1015"
25/07/2022 7:09:57 AM,"412","25.9","49","1015"
25/07/2022 7:14:57 AM,"464","25.9","49","1015"
25/07/2022 7:19:57 AM,"458","25.9","49","1015"
25/07/2022 7:24:57 AM,"461","25.9","49","1015"
25/07/2022 7:29:57 AM,"441","25.9","49","1015"
25/07/2022 7:34:57 AM,"457","25.9","49","1015"
25/07/2022 7:39:57 AM,"451","25.8","49","1015"
25/07/2022 7:44:57 AM,"454","25.9","49","1015"
25/07/2022 7:49:57 AM,"443","25.8","49","1015"
25/07/2022 7:54:57 AM,"434","25.9","49","1015"
25/07/2022 7:59:57 AM,"443","25.9","49","1015"
25/07/2022 8:04:57 AM,"444","25.9","49","1015"
25/07/2022 8:09:57 AM,"462","25.9","49","1015"
25/07/2022 8:14:57 AM,"463","25.9","49","1015"
25/07/2022 8:19:57 AM,"442","25.9","50","1015"
25/07/2022 8:24:57 AM,"439","25.9","50","1015"
25/07/2022 8:29:57 AM,"448","25.9","50","1015"
25/07/2022 8:34:57 AM,"459","25.9","50","1015"
25/07/2022 8:39:57 AM,"451","25.9","50","1015"
25/07/2022 8:44:57 AM,"454","25.9","50","1015"
25/07/2022 8:49:57 AM,"446","25.9","50","1015"
25/07/2022 8:54:57 AM,"446","25.9","50","1015"
25/07/2022 8:59:57 AM,"438","25.9","50","1015"
25/07/2022 9:04:57 AM,"464","25.9","50","1015"
25/07/2022 9:09:57 AM,"435","25.9","50","1015"
25/07/2022 9:14:57 AM,"441","25.9","50","1015"
25/07/2022 9:19:57 AM,"448","26.0","50","1015"
25/07/2022 9:24:57 AM,"425","25.9","50","1015"
25/07/2022 9:29:57 AM,"426","25.9","50","1015"
25/07/2022 9:34:57 AM,"436","26.0","50","1015"
25/07/2022 9:39:57 AM,"455","26.0","50","1015"
25/07/2022 9:44:57 AM,"439","26.0","50","1015"
25/07/2022 9:49:57 AM,"459","26.0","50","1015"
25/07/2022 9:54:57 AM,"452","26.0","50","1015"
25/07/2022 9:59:57 AM,"474","25.8","50","1015"
25/07/2022 10:04:57 AM,"476","25.7","50","1015"
25/07/2022 10:09:57 AM,"471","25.6","49","1015"
25/07/2022 10:14:57 AM,"453","25.5","49","1015"
25/07/2022 10:19:57 AM,"488","25.6","49","1015"
25/07/2022 10:24:57 AM,"481","25.7","49","1015"
25/07/2022 10:29:57 AM,"471","25.8","49","1015"
25/07/2022 10:34:57 AM,"458","25.8","49","1015"
25/07/2022 10:39:57 AM,"481","25.9","49","1015"
25/07/2022 10:44:57 AM,"549","25.9","49","1015"
25/07/2022 10:49:57 AM,"479","25.7","49","1015"
25/07/2022 10:54:57 AM,"469","25.6","49","1015"
25/07/2022 10:59:57 AM,"457","25.5","49","1015"
25/07/2022 11:04:57 AM,"447","25.4","49","1015"
25/07/2022 11:09:57 AM,"451","25.3","49","1015"
25/07/2022 11:14:57 AM,"449","25.3","49","1015"
25/07/2022 11:19:57 AM,"465","25.3","48","1015"
25/07/2022 11:24:57 AM,"456","25.3","48","1015"
25/07/2022 11:29:57 AM,"460","25.2","48","1015"
25/07/2022 11:34:57 AM,"520","25.6","50","1015"
25/07/2022 11:39:57 AM,"490","25.4","51","1015"
25/07/2022 11:44:57 AM,"632","25.5","52","1015"
25/07/2022 11:49:57 AM,"504","25.4","52","1015"
25/07/2022 11:54:57 AM,"448","25.5","51","1015"
25/07/2022 11:59:57 AM,"453","25.7","50","1014"
25/07/2022 12:04:57 PM,"481","26.6","50","1015"
25/07/2022 12:09:57 PM,"577","26.1","50","1009"
25/07/2022 12:14:57 PM,"516","25.8","51","1009"
25/07/2022 12:19:57 PM,"540","25.7","51","1009"
25/07/2022 12:24:57 PM,"546","25.5","51","1011"
25/07/2022 12:29:57 PM,"506","25.3","51","1011"
25/07/2022 12:34:57 PM,"506","25.2","51","1009"
25/07/2022 12:39:57 PM,"482","25.1","52","1009"
25/07/2022 12:44:57 PM,"511","25.0","52","1013"
25/07/2022 12:49:57 PM,"549","25.0","51","1013"
25/07/2022 12:54:57 PM,"535","24.9","51","1013"
25/07/2022 12:59:57 PM,"545","24.8","51","1013"
25/07/2022 1:04:57 PM,"544","24.7","51","1013"
25/07/2022 1:09:57 PM,"552","24.7","51","1013"
25/07/2022 1:14:57 PM,"546","24.6","51","1013"
25/07/2022 1:19:57 PM,"548","24.6","51","1013"
25/07/2022 1:24:57 PM,"547","24.5","51","1013"
25/07/2022 1:29:57 PM,"553","24.5","51","1013"
25/07/2022 1:34:57 PM,"554","24.5","51","1013"
25/07/2022 1:39:57 PM,"569","24.4","51","1013"
25/07/2022 1:44:57 PM,"575","24.4","51","1013"
25/07/2022 1:49:57 PM,"577","24.4","51","1013"
25/07/2022 1:54:57 PM,"587","24.3","51","1013"
25/07/2022 1:59:57 PM,"603","24.3","51","1013"
25/07/2022 2:04:57 PM,"593","24.3","51","1013"
25/07/2022 2:09:57 PM,"587","24.3","51","1012"
25/07/2022 2:14:57 PM,"582","24.3","51","1012"
25/07/2022 2:19:57 PM,"567","24.3","51","1012"
25/07/2022 2:24:57 PM,"587","24.3","51","1012"
25/07/2022 2:29:57 PM,"580","24.2","52","1012"
25/07/2022 2:34:57 PM,"575","24.2","52","1012"
25/07/2022 2:39:57 PM,"588","24.2","52","1012"
25/07/2022 2:44:57 PM,"571","24.2","52","1012"
25/07/2022 2:49:57 PM,"605","24.3","54","1012"
25/07/2022 2:54:57 PM,"526","24.8","54","1013"
25/07/2022 2:59:57 PM,"495","25.5","54","1014"
25/07/2022 3:04:57 PM,"489","25.9","54","1013"
25/07/2022 3:09:57 PM,"498","26.6","54","1014"
25/07/2022 3:14:57 PM,"490","26.1","53","1014"
25/07/2022 3:19:57 PM,"466","25.8","53","1014"
25/07/2022 3:24:57 PM,"497","25.5","53","1014"
25/07/2022 3:29:57 PM,"465","26.3","53","1014"
25/07/2022 3:34:58 PM,"498","26.6","49","1014"
25/07/2022 3:39:58 PM,"537","26.3","49","1014"
25/07/2022 3:44:58 PM,"518","26.0","48","1014"
25/07/2022 3:49:58 PM,"540","25.8","48","1014"
25/07/2022 3:54:56 PM,"569","25.7","48","1014"
25/07/2022 3:59:56 PM,"580","25.5","48","1014"
25/07/2022 4:04:56 PM,"570","25.4","48","1014"
25/07/2022 4:09:56 PM,"580","25.4","48","1014"
25/07/2022 4:14:56 PM,"574","25.2","48","1014"
25/07/2022 4:19:56 PM,"566","25.0","48","1014"
25/07/2022 4:24:56 PM,"581","24.9","48","1014"
25/07/2022 4:29:56 PM,"584","24.8","48","1014"
25/07/2022 4:34:56 PM,"588","24.7","48","1014"
25/07/2022 4:39:56 PM,"654","24.7","48","1013"
25/07/2022 4:44:56 PM,"664","24.6","48","1014"
25/07/2022 4:49:56 PM,"628","24.6","48","1013"
25/07/2022 4:54:56 PM,"614","24.5","48","1013"
25/07/2022 4:59:56 PM,"617","24.4","48","1013"
25/07/2022 5:04:56 PM,"602","24.4","49","1014"
25/07/2022 5:09:56 PM,"593","24.4","48","1013"
25/07/2022 5:14:56 PM,"590","24.3","49","1013"
25/07/2022 5:19:56 PM,"564","24.3","48","1013"
25/07/2022 5:24:56 PM,"589","24.3","48","1013"
25/07/2022 5:29:56 PM,"600","24.3","48","1013"
25/07/2022 5:34:56 PM,"586","24.2","48","1013"
25/07/2022 5:39:56 PM,"563","24.2","48","1013"
25/07/2022 5:44:56 PM,"552","24.1","48","1013"
25/07/2022 5:49:56 PM,"553","24.1","49","1013"
25/07/2022 5:54:56 PM,"575","24.0","49","1013"
25/07/2022 5:59:56 PM,"609","24.0","49","1013"
25/07/2022 6:04:56 PM,"563","24.0","49","1013"
25/07/2022 6:09:56 PM,"569","24.0","49","1013"
25/07/2022 6:14:56 PM,"568","24.1","49","1013"
25/07/2022 6:19:56 PM,"583","24.2","49","1013"
25/07/2022 6:24:56 PM,"617","24.2","49","1013"
25/07/2022 6:29:56 PM,"607","24.3","49","1013"
25/07/2022 6:34:56 PM,"590","24.3","49","1013"
